Id,Neighborhood,Total_sqr_footage,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,LotFrontage,PoolArea,SalePrice,Street,BldgType,FullBath,HalfBath,BsmtFullBath
586,Timber,3896,8,5,2005,2028,3,88,0,369900,Pave,1Fam,2,0,1
587,BrkSide,1654,6,7,1918,838,1,55,0,130000,Pave,1Fam,1,0,1
588,Sawyer,1700,5,6,1982,860,2,74,0,137000,Pave,1Fam,1,0,1
589,ClearCr,2910,5,8,1968,1473,1,65,0,143000,Pave,1Fam,1,0,2
590,BrkSide,1521,5,6,1930,935,1,50,0,79500,Pave,1Fam,1,0,0
591,CollgCr,2352,7,5,2004,1582,2,64,0,185900,Pave,1Fam,2,1,0
592,NridgHt,4018,10,5,2008,2296,3,97,0,451950,Pave,1Fam,2,1,1
593,Mitchel,1632,5,8,1982,816,2,60,0,138000,Pave,1Fam,1,0,1
594,CollgCr,1696,6,5,2003,848,2,,0,140000,Pave,TwnhsE,1,0,1
595,CollgCr,1848,5,6,1975,924,1,88,0,110000,Pave,1Fam,1,0,0
596,StoneBr,3640,8,5,2005,1826,3,69,0,319000,Pave,1Fam,2,0,1
597,OldTown,2052,6,7,1910,1368,1,60,0,114504,Pave,1Fam,1,0,0
598,Blmngtn,2660,7,5,2006,1402,3,53,0,194201,Pave,TwnhsE,0,2,0
599,Crawfor,3077,5,6,1977,1647,2,80,0,217500,Pave,1Fam,2,0,1
600,Blueste,2272,6,6,1980,1556,2,24,0,151000,Pave,Twnhs,2,1,1
601,NridgHt,2962,8,5,2005,1904,2,74,0,275000,Pave,1Fam,2,1,1
602,IDOTRR,2155,6,6,1937,1375,1,50,0,141000,Pave,1Fam,1,1,0
603,SawyerW,2823,8,5,1992,1915,2,80,0,220000,Pave,1Fam,2,1,1
604,Somerst,1800,7,5,2004,1200,2,30,0,151000,Pave,TwnhsE,2,1,0
605,CollgCr,2988,7,5,2002,1494,2,88,0,221000,Pave,1Fam,2,0,1
606,NAmes,2754,7,6,1965,1986,2,85,0,205000,Pave,1Fam,2,1,0
607,CollgCr,2080,5,5,1996,1040,2,82,0,152000,Pave,1Fam,1,0,1
608,Edwards,2904,5,8,1948,2008,1,78,0,225000,Pave,1Fam,3,0,1
609,Crawfor,4159,8,6,1934,3194,2,78,0,359100,Pave,1Fam,2,1,0
610,Sawyer,2058,4,5,1961,1029,1,61,0,118500,Pave,1Fam,1,0,1
611,CollgCr,3593,9,5,2000,2153,3,,0,313000,Pave,1Fam,2,1,1
612,NWAmes,2064,6,6,1978,1032,2,,0,148000,Pave,1Fam,2,0,0
613,CollgCr,3171,8,5,2001,1872,2,,0,261500,Pave,1Fam,2,1,1
614,Mitchel,2240,5,5,2007,1120,0,70,0,147000,Pave,1Fam,1,0,0
615,MeadowV,1260,4,6,1972,630,0,21,0,75500,Pave,TwnhsE,1,0,1
616,NAmes,1990,6,7,1963,1054,2,80,0,137500,Pave,1Fam,1,0,1
617,Gilbert,2292,6,5,2002,1509,2,,0,183200,Pave,1Fam,2,1,1
618,NAmes,1664,6,6,1954,832,2,59,0,105500,Pave,1Fam,1,0,0
619,NridgHt,3650,9,5,2007,1828,3,90,0,314813,Pave,1Fam,2,0,0
620,Timber,3744,8,5,2003,2262,3,85,0,305000,Pave,1Fam,2,1,1
621,Edwards,1728,3,3,1914,864,0,45,0,67000,Pave,1Fam,1,0,1
622,NWAmes,4136,6,7,1974,2614,2,90,0,240000,Pave,1Fam,2,1,0
623,Sawyer,1960,5,6,1977,980,2,71,0,135000,Pave,1Fam,1,0,0
624,Somerst,2268,6,5,2000,1512,2,,0,168500,Pave,TwnhsE,2,1,0
625,NWAmes,2522,6,5,1972,1790,2,80,0,165150,Pave,1Fam,1,2,1
626,NAmes,2232,6,6,1962,1116,2,87,0,160000,Pave,1Fam,1,1,0
627,NAmes,2400,5,5,1960,1422,1,,0,139900,Pave,1Fam,1,0,0
628,NAmes,2676,6,6,1955,1520,1,80,0,153000,Pave,1Fam,1,0,1
629,NAmes,3120,5,5,1969,2080,2,70,0,135000,Pave,1Fam,1,2,0
630,NAmes,2598,6,5,1964,1350,2,82,0,168500,Pave,1Fam,1,1,1
631,OldTown,2386,5,6,1880,1750,1,50,0,124000,Pave,1Fam,1,0,0
632,NridgHt,3108,8,5,2006,1554,2,34,0,209500,Pave,Twnhs,2,0,0
633,NWAmes,2797,7,5,1977,1411,2,85,0,82500,Pave,1Fam,2,0,0
634,NAmes,2112,5,7,1954,1056,1,80,0,139400,Pave,1Fam,1,0,0
635,OldTown,2112,6,5,1980,1056,2,64,0,144000,Pave,Duplex,0,0,2
636,SWISU,4320,6,7,1914,3395,0,60,0,200000,Pave,2fmCon,2,0,0
637,BrkSide,1064,2,3,1936,800,0,51,0,60000,Pave,1Fam,1,0,0
638,OldTown,2198,5,4,1954,1387,1,50,0,93000,Pave,2fmCon,2,0,0
639,Edwards,1592,5,7,1910,796,0,67,0,85000,Pave,1Fam,1,0,0
640,Blmngtn,3087,8,5,2006,1567,3,53,0,264561,Pave,TwnhsE,2,0,1
641,NridgHt,3036,8,5,2003,1518,2,62,0,274000,Pave,TwnhsE,1,1,0
642,Somerst,2986,7,5,2001,1929,2,,0,226000,Pave,1Fam,2,1,1
643,NAmes,4656,8,7,1972,2704,2,75,0,345000,Pave,1Fam,2,1,1
644,NWAmes,2400,5,5,1969,1620,2,80,0,152000,Pave,1Fam,2,1,0
645,Somerst,3532,9,5,2009,1766,3,85,0,370878,Pave,1Fam,2,1,1
646,NAmes,1962,6,5,1971,981,2,,0,143250,Pave,1Fam,1,1,1
647,NAmes,1048,5,5,1950,1048,2,60,0,98300,Pave,1Fam,1,0,0
648,Edwards,2188,6,5,1953,1094,2,85,0,155000,Pave,1Fam,1,0,0
649,NAmes,2595,6,5,1966,1839,2,70,0,155000,Pave,1Fam,1,1,0
650,MeadowV,1260,4,6,1970,630,0,21,0,84500,Pave,Twnhs,1,0,1
651,Somerst,2478,7,6,2007,1665,2,65,0,205950,Pave,1Fam,2,1,0
652,Edwards,2265,4,5,1940,1510,1,60,0,108000,Pave,1Fam,1,0,1
653,CollgCr,2596,7,5,1996,1716,2,70,0,191000,Pave,1Fam,2,1,0
654,IDOTRR,2225,6,7,1906,1469,1,60,0,135000,Pave,1Fam,1,0,0
655,NoRidge,4222,8,6,1995,2113,3,91,0,350000,Pave,1Fam,2,1,1
656,BrDale,1617,6,5,1971,1092,1,21,0,88000,Pave,Twnhs,1,1,0
657,NAmes,2106,5,7,1959,1053,1,72,0,145500,Pave,1Fam,1,1,1
658,Crawfor,2278,7,6,1931,1502,1,60,0,149000,Pave,1Fam,1,1,0
659,NAmes,2370,6,5,1948,1458,1,78,0,97500,Pave,1Fam,1,0,0
660,Edwards,2972,5,7,1964,1486,2,75,0,167000,Pave,1Fam,1,0,1
661,NWAmes,2728,7,7,1976,1935,2,,0,197900,Pave,1Fam,2,1,0
662,NoRidge,4077,8,7,1994,2448,3,52,0,402000,Pave,1Fam,2,1,1
663,NAmes,2784,6,3,1968,1392,2,120,0,110000,Pave,1Fam,1,0,1
664,Edwards,2319,4,5,1972,1181,2,90,0,137500,Pave,1Fam,2,0,1
665,Somerst,4174,8,5,2005,2097,3,49,0,423000,Pave,1Fam,1,1,1
666,Gilbert,3342,8,5,2000,1936,2,106,0,230500,Pave,1Fam,2,1,0
667,NAmes,3401,6,5,1965,2380,2,,0,129000,Pave,1Fam,2,1,0
668,SawyerW,3087,6,5,1994,1679,2,65,0,193500,Pave,1Fam,2,0,1
669,Sawyer,2625,5,6,1956,1437,2,,0,168000,Pave,1Fam,1,1,1
670,Crawfor,1880,4,5,1922,1180,1,80,0,137500,Pave,1Fam,1,0,0
671,CollgCr,2214,6,5,2005,1476,2,64,0,173500,Pave,1Fam,2,1,1
672,Edwards,2041,6,6,1925,1369,1,54,0,103600,Pave,1Fam,2,0,1
673,Veenker,2416,6,6,1977,1208,2,,0,165000,Pave,1Fam,1,1,1
674,Crawfor,3316,6,7,1957,1839,2,110,0,257500,Pave,1Fam,2,0,1
675,NAmes,2272,6,6,1965,1136,1,80,0,140000,Pave,1Fam,1,0,1
676,NPkVill,2296,6,6,1978,1441,2,24,0,148500,Pave,Twnhs,2,1,0
677,OldTown,2869,4,2,1900,1774,3,60,0,87000,Pave,1Fam,2,0,1
678,OldTown,1560,5,8,1924,792,1,52,0,109500,Pave,1Fam,1,0,0
679,StoneBr,4092,8,5,2008,2046,3,80,0,372500,Pave,1Fam,2,1,0
680,Sawyer,1976,5,5,1961,988,2,,0,128500,Pave,1Fam,1,0,1
681,SawyerW,1846,6,5,1980,923,1,50,0,143000,Pave,TwnhsE,2,0,0
682,SWISU,2313,5,5,1932,1520,1,55,0,159434,Pave,1Fam,1,0,0
683,ClearCr,2582,6,5,1996,1291,2,,0,173000,Pave,1Fam,1,0,1
684,CollgCr,3294,9,5,2002,1668,3,90,0,285000,Pave,1Fam,2,0,1
685,NoRidge,3034,7,5,1998,1839,2,58,0,221000,Pave,1Fam,2,1,0
686,StoneBr,3280,7,5,1984,2090,2,,0,207500,Pave,TwnhsE,2,0,1
687,Somerst,2635,7,6,2007,1761,2,84,0,227875,Pave,1Fam,3,0,0
688,Somerst,1653,7,5,2004,1102,2,,0,148800,Pave,TwnhsE,2,1,0
689,StoneBr,2838,8,6,2007,1419,2,60,0,392000,Pave,1Fam,2,0,1
690,NridgHt,2724,6,5,2005,1362,2,61,0,194700,Pave,TwnhsE,2,0,0
691,CollgCr,1696,6,5,2004,848,2,,0,141000,Pave,TwnhsE,1,0,1
692,NoRidge,6760,10,6,1994,4316,3,104,0,755000,Pave,1Fam,3,1,0
693,Timber,3729,7,5,1989,2519,2,42,0,335000,Pave,1Fam,2,1,1
694,OldTown,2146,5,6,1921,1073,1,60,0,108480,Pave,1Fam,1,0,0
695,BrkSide,2466,5,6,1936,1539,2,51,0,141500,Pave,1Fam,1,1,0
696,Timber,2249,6,6,1987,1137,2,54,0,176000,Pave,1Fam,2,0,1
697,BrkSide,1232,5,7,1921,616,1,50,0,89000,Pave,1Fam,1,0,0
698,Edwards,2128,5,7,1952,1148,1,57,0,123500,Pave,1Fam,1,0,0
699,Sawyer,1788,5,8,1965,894,1,65,0,138500,Pave,1Fam,1,0,1
700,Somerst,2782,7,5,2004,1391,2,59,0,196000,Pave,TwnhsE,2,0,0
701,Timber,3600,8,5,2002,1800,3,85,0,312500,Pave,1Fam,2,0,1
702,NWAmes,2328,7,5,1969,1164,2,80,0,140000,Pave,1Fam,1,1,0
703,StoneBr,3810,8,5,2006,2576,3,82,0,361919,Pave,1Fam,2,1,0
704,OldTown,2172,5,9,1900,1812,2,76,0,140000,Pave,2fmCon,2,0,0
705,CollgCr,2957,7,5,2004,1484,2,70,0,213000,Pave,1Fam,2,0,1
706,IDOTRR,1092,4,5,1930,1092,0,70,0,55000,Pave,2fmCon,2,0,0
707,ClearCr,3467,7,5,1971,1824,2,,0,302000,Pave,1Fam,2,0,1
708,NridgHt,2648,8,5,2006,1324,2,48,0,254000,Pave,TwnhsE,2,0,1
709,Gilbert,2184,7,5,2007,1456,2,65,0,179540,Pave,1Fam,2,1,0
710,Sawyer,1780,5,7,1966,904,1,,0,109900,Pave,1Fam,1,0,0
711,BrkSide,999,3,6,1935,729,0,56,0,52000,Pave,1Fam,1,0,0
712,IDOTRR,2037,4,7,1900,1178,1,66,0,102776,Pave,1Fam,1,0,0
713,StoneBr,2456,8,5,1988,1228,2,40,0,189000,Pave,TwnhsE,2,0,1
714,BrkSide,1920,4,5,1970,960,2,60,0,129000,Pave,2fmCon,1,0,1
715,Sawyer,2204,6,8,1976,1479,2,,0,130500,Pave,1Fam,2,1,0
716,NWAmes,2414,6,5,1974,1350,2,78,0,165000,Pave,1Fam,2,0,0
717,OldTown,3272,7,8,1890,2554,2,60,0,159500,Pave,1Fam,1,1,0
718,NWAmes,2354,5,6,1973,1178,2,80,0,157000,Pave,1Fam,1,1,0
719,NoRidge,3729,7,5,1993,2418,3,96,0,341000,Pave,1Fam,2,1,1
720,CollgCr,1942,5,6,1969,971,1,69,0,128500,Pave,1Fam,1,1,0
721,StoneBr,3484,8,5,1985,1742,2,,0,275000,Pave,1Fam,2,0,1
722,CollgCr,1696,6,5,2004,848,2,,0,143000,Pave,TwnhsE,1,0,1
723,NAmes,1728,4,7,1970,864,2,70,0,124500,Pave,1Fam,1,0,0
724,Edwards,2411,4,6,1954,1470,1,60,0,135000,Pave,1Fam,2,0,0
725,Edwards,3396,9,5,2007,1698,3,86,0,320000,Pave,1Fam,2,0,1
726,NAmes,1728,4,6,1970,864,2,60,0,120500,Pave,1Fam,1,0,0
727,Crawfor,2560,6,9,1988,1680,2,,0,222000,Pave,1Fam,2,0,1
728,CollgCr,2464,7,5,2007,1232,2,64,0,194500,Pave,1Fam,2,0,1
729,NAmes,3360,5,5,1958,1776,3,85,0,110000,Pave,Duplex,2,0,1
730,IDOTRR,1628,4,5,1925,1208,2,52,0,103000,Pave,1Fam,1,0,0
731,StoneBr,3211,8,5,1995,1616,2,39,0,236500,Pave,TwnhsE,2,0,1
732,Timber,2014,7,5,2003,1146,2,73,0,187500,Pave,1Fam,2,0,1
733,CollgCr,3184,7,5,1998,2031,2,75,0,222500,Pave,1Fam,2,1,0
734,Sawyer,2008,5,6,1961,1144,1,80,0,131400,Pave,1Fam,1,0,1
735,Sawyer,1896,5,5,1968,948,1,,0,108000,Pave,1Fam,1,0,0
736,OldTown,2648,7,7,1914,1768,2,60,0,163000,Pave,1Fam,1,1,0
737,NAmes,1040,3,4,1950,1040,2,60,0,93500,Pave,Duplex,2,0,0
738,Gilbert,2694,8,5,2005,1801,3,72,0,239900,Pave,1Fam,2,1,0
739,Edwards,2400,5,5,1987,1200,0,60,0,179000,Pave,Duplex,3,0,3
740,CollgCr,2592,7,5,2004,1728,2,65,0,190000,Pave,1Fam,2,1,0
741,OldTown,1696,5,7,1910,1432,2,60,0,132000,Pave,1Fam,2,0,0
742,Sawyer,1824,6,8,1961,912,1,65,0,142000,Pave,1Fam,1,0,1
743,SawyerW,2698,7,5,2000,1349,2,65,0,179000,Pave,1Fam,2,0,0
744,Sawyer,1984,5,6,1963,1464,2,70,0,175000,Pave,1Fam,2,0,0
745,StoneBr,2674,8,5,1993,1337,2,41,0,180000,Pave,TwnhsE,2,0,1
746,NWAmes,3857,8,9,1976,2715,2,,0,299800,Pave,1Fam,3,1,0
747,Gilbert,3208,7,5,2000,2256,2,,0,236000,Pave,1Fam,2,1,0
748,OldTown,3880,7,7,1880,2640,4,65,0,265979,Pave,1Fam,1,1,0
749,NoRidge,3440,7,5,1996,1720,2,59,0,260400,Pave,1Fam,2,0,1
750,Edwards,1529,4,3,1945,1529,1,50,0,98000,Pave,1Fam,2,0,0
751,OldTown,1716,4,7,1910,1140,0,55,0,96500,Pave,1Fam,1,0,0
752,Gilbert,1980,7,5,2003,1320,2,,0,162000,Pave,1Fam,2,1,0
753,CollgCr,2973,6,5,1997,1494,2,79,0,217000,Pave,1Fam,2,0,1
754,NridgHt,3128,8,5,2005,2098,3,80,0,275500,Pave,1Fam,2,1,0
755,NAmes,2052,6,8,1969,1026,2,61,0,156000,Pave,1Fam,1,0,1
756,Somerst,2200,6,5,1999,1471,2,34,0,172500,Pave,TwnhsE,2,1,0
757,CollgCr,2634,8,5,2007,1768,2,68,0,212000,Pave,1Fam,2,1,0
758,Sawyer,2058,6,5,1978,1386,2,,0,158900,Pave,1Fam,2,1,0
759,Somerst,2245,7,5,1999,1501,2,24,0,179400,Pave,Twnhs,2,1,0
760,NoRidge,3849,8,5,1995,2531,3,65,0,290000,Pave,1Fam,2,1,0
761,NAmes,1728,6,6,1959,864,1,70,0,127500,Pave,1Fam,1,0,0
762,BrkSide,2446,5,5,1924,1301,2,60,0,100000,Pave,1Fam,1,0,0
763,Somerst,2303,7,5,2009,1547,2,72,0,215200,Pave,1Fam,2,1,0
764,NoRidge,3617,8,5,1999,2365,3,82,0,337000,Pave,1Fam,2,1,1
765,Veenker,2988,8,5,1995,1494,2,30,0,270000,Pave,TwnhsE,1,1,1
766,Somerst,3004,9,5,2008,1506,2,75,0,264132,Pave,1Fam,2,0,0
767,NWAmes,2694,7,5,1988,1714,2,80,0,196500,Pave,1Fam,2,1,0
768,Mitchel,2733,6,7,1940,1750,1,75,0,160000,Pave,1Fam,2,0,1
769,CollgCr,3696,7,5,2004,1836,2,70,0,216837,Pave,1Fam,2,0,0
770,StoneBr,4929,8,5,2003,3279,3,47,0,538000,Pave,1Fam,3,1,1
771,Sawyer,1716,5,5,1982,858,2,,0,134900,Pave,1Fam,1,0,1
772,Edwards,2056,4,5,1951,1220,2,67,0,102000,Pave,1Fam,1,0,0
773,Edwards,2146,6,5,1976,1117,2,94,0,107000,Pave,1Fam,1,0,1
774,NAmes,1824,5,5,1958,912,1,70,0,114500,Pave,1Fam,1,0,0
775,NridgHt,3908,8,5,2006,1973,3,110,0,395000,Pave,1Fam,2,0,0
776,Mitchel,2408,6,5,1998,1204,2,32,0,162000,Pave,TwnhsE,2,0,1
777,CollgCr,3228,7,5,2005,1614,3,86,0,221500,Pave,1Fam,2,0,0
778,Sawyer,1758,5,5,1974,894,2,100,0,142500,Pave,1Fam,1,0,1
779,SawyerW,2020,5,5,1977,2020,2,60,0,144000,Pave,Duplex,2,0,0
780,Mitchel,1979,6,5,1977,1004,2,78,0,135000,Pave,Duplex,1,0,1
781,Gilbert,2490,7,5,1995,1253,2,63,0,176000,Pave,1Fam,2,0,0
782,SawyerW,2364,6,5,1992,1603,2,65,0,175900,Pave,1Fam,2,1,0
783,CollgCr,2843,7,5,2001,1430,2,67,0,187100,Pave,1Fam,2,0,0
784,Mitchel,2207,5,6,1978,1110,2,,0,165500,Pave,1Fam,1,0,1
785,OldTown,2226,6,6,1914,1484,0,35,0,128000,Pave,1Fam,2,0,0
786,NWAmes,2714,6,5,1967,1342,2,,0,161500,Pave,1Fam,2,0,0
787,OldTown,2338,5,6,1915,1652,1,60,0,139000,Pave,1Fam,2,0,1
788,SawyerW,3040,7,5,2004,2084,2,76,0,233000,Pave,1Fam,2,1,1
789,OldTown,1802,4,7,1954,901,1,50,0,107900,Pave,1Fam,1,0,0
790,ClearCr,2919,6,8,1966,2087,2,,0,187500,Pave,1Fam,2,1,0
791,Blmngtn,2290,7,5,2005,1145,2,43,0,160200,Pave,TwnhsE,2,0,0
792,Mitchel,2091,6,5,1976,1062,2,,0,146800,Pave,1Fam,1,0,1
793,NoRidge,3130,7,5,1996,2013,2,92,0,269790,Pave,1Fam,2,1,1
794,Somerst,2992,8,5,2007,1496,2,76,0,225000,Pave,1Fam,2,0,0
795,Gilbert,2607,7,5,1994,1895,2,,0,194500,Pave,1Fam,2,1,0
796,SawyerW,2214,6,6,1980,1564,2,70,0,171000,Pave,1Fam,2,1,0
797,Sawyer,1945,6,5,1977,1285,2,71,0,143500,Pave,1Fam,1,1,0
798,NAmes,1546,5,5,1953,773,1,57,0,110000,Pave,1Fam,1,0,0
799,NridgHt,5066,9,5,2008,3140,3,104,0,485000,Pave,1Fam,3,1,0
800,SWISU,2499,5,7,1937,1768,1,60,0,175000,Pave,1Fam,1,1,1
801,ClearCr,2304,6,5,1997,1688,2,79,0,200000,Pave,1Fam,2,1,1
802,IDOTRR,2392,4,7,1916,1196,2,40,0,109900,Pave,1Fam,1,0,1
803,CollgCr,2184,7,5,2005,1456,2,63,0,189000,Pave,1Fam,2,1,1
804,NridgHt,4556,9,5,2008,2822,3,107,0,582933,Pave,1Fam,3,1,0
805,NAmes,2064,5,5,1954,1128,1,75,0,118000,Pave,1Fam,1,0,0
806,Somerst,2845,7,5,2008,1428,2,91,0,227680,Pave,1Fam,2,0,0
807,NAmes,1960,5,5,1967,980,1,75,0,135500,Pave,1Fam,2,0,0
808,BrkSide,2900,5,6,1923,1576,2,144,0,223500,Pave,1Fam,1,1,2
809,NAmes,2110,5,5,1966,1086,2,85,0,159950,Pave,1Fam,1,0,1
810,OldTown,2987,5,5,1898,2138,2,90,0,106000,Pave,1Fam,2,0,0
811,NWAmes,2349,6,6,1974,1309,2,78,648,181000,Pave,1Fam,1,1,1
812,CollgCr,1696,6,5,2004,848,2,,0,144500,Pave,TwnhsE,1,0,1
813,IDOTRR,1584,5,5,1952,1044,2,66,0,55993,Grvl,1Fam,1,0,0
814,NAmes,2884,6,6,1958,1442,1,75,0,157900,Pave,1Fam,1,1,0
815,Edwards,1936,5,7,1918,1250,1,45,0,116000,Pave,1Fam,1,1,0
816,CollgCr,3310,7,5,1998,1661,2,48,0,224900,Pave,1Fam,2,0,0
817,NAmes,2016,5,6,1954,1008,1,,0,137000,Pave,1Fam,1,0,0
818,Mitchel,3257,8,5,2002,1689,3,,0,271000,Pave,1Fam,2,0,1
819,ClearCr,2062,6,7,1971,1052,2,80,0,155000,Pave,1Fam,1,0,1
820,NridgHt,2716,7,5,2009,1358,2,44,0,224000,Pave,TwnhsE,2,0,1
821,CollgCr,2438,7,5,2003,1640,2,72,0,183000,Pave,1Fam,2,1,0
822,OldTown,1872,4,4,1953,936,2,60,0,93000,Pave,2fmCon,1,0,0
823,Gilbert,2580,7,5,2003,1733,2,,0,225000,Pave,1Fam,2,1,0
824,SWISU,2267,6,7,1940,1489,1,60,0,139500,Pave,1Fam,2,0,0
825,Somerst,2978,8,5,2006,1489,2,81,0,232600,Pave,1Fam,2,0,0
826,NridgHt,4162,10,5,2007,2084,3,114,0,385000,Pave,1Fam,2,0,1
827,BrkSide,1568,5,6,1924,784,0,50,0,109500,Pave,1Fam,1,0,1
828,SawyerW,2888,7,5,2001,1434,2,65,0,189000,Pave,1Fam,2,0,0
829,ClearCr,3139,5,5,1967,2126,2,,0,185000,Pave,1Fam,2,1,0
830,Somerst,1743,7,5,2005,1223,2,24,0,147400,Pave,Twnhs,2,1,0
831,NAmes,2784,6,5,1957,1392,2,80,0,166000,Pave,1Fam,1,1,1
832,Somerst,1720,7,5,2005,1200,2,30,0,151000,Pave,TwnhsE,2,1,0
833,CollgCr,2770,7,6,2003,1829,2,44,0,237000,Pave,1Fam,2,1,1
834,NAmes,3032,6,6,1964,1516,2,100,0,167000,Pave,1Fam,1,1,0
835,NAmes,2288,5,6,1961,1144,2,75,0,139950,Pave,1Fam,1,0,1
836,Sawyer,2134,4,7,1950,1067,2,60,0,128000,Pave,1Fam,2,0,0
837,OldTown,3118,5,6,1948,1559,2,90,0,153500,Pave,1Fam,1,0,1
838,BrDale,1470,6,5,1973,987,1,21,0,100000,Pave,Twnhs,1,1,1
839,CollgCr,2198,5,6,1995,1099,1,75,0,144000,Pave,1Fam,1,1,0
840,Edwards,1968,5,6,1946,1200,1,70,0,130500,Pave,1Fam,1,0,0
841,SWISU,2154,6,8,1925,1482,1,,0,140000,Pave,1Fam,2,0,0
842,OldTown,2189,5,8,1904,1539,2,60,0,157500,Pave,1Fam,2,0,0
843,NAmes,2292,6,7,1966,1165,2,82,0,174900,Pave,1Fam,1,1,1
844,NAmes,3600,5,4,1961,1800,0,80,0,141000,Pave,Duplex,2,0,0
845,OldTown,2292,5,8,1915,1416,3,100,0,153900,Pave,1Fam,1,1,0
846,Sawyer,3091,5,5,1975,1701,2,,0,171000,Pave,1Fam,2,0,1
847,SawyerW,2515,7,5,1993,1775,2,75,0,213000,Pave,1Fam,2,1,1
848,CollgCr,1728,5,6,1972,864,1,36,0,133500,Pave,1Fam,1,0,1
849,ClearCr,3265,6,8,1908,2358,2,75,0,240000,Pave,1Fam,3,0,0
850,Veenker,2383,6,7,1976,1855,2,80,0,187000,Pave,1Fam,2,1,0
851,CollgCr,1696,6,5,2003,848,2,36,0,131500,Pave,TwnhsE,1,0,1
852,Blmngtn,2729,8,5,2003,1456,2,,0,215000,Pave,TwnhsE,2,0,0
853,Crawfor,2564,7,5,1941,1646,1,53,0,164000,Pave,1Fam,2,0,0
854,NAmes,2572,6,6,1964,1445,2,,0,158000,Pave,1Fam,1,1,0
855,Sawyer,3542,5,4,1955,1779,2,102,0,170000,Pave,1Fam,1,1,1
856,Sawyer,2080,5,8,1962,1040,1,,0,127000,Pave,1Fam,1,1,1
857,CollgCr,1966,6,6,1978,1026,2,,0,147000,Pave,1Fam,1,0,1
858,Gilbert,2183,6,5,1994,1481,2,65,0,174000,Pave,1Fam,2,1,0
859,NWAmes,2460,7,5,1976,1370,2,80,0,152000,Pave,1Fam,2,0,0
860,NWAmes,3708,6,7,1968,2654,2,,0,250000,Pave,1Fam,2,1,1
861,Crawfor,2338,7,8,1918,1426,1,55,0,189950,Pave,1Fam,1,1,0
862,Sawyer,2078,5,4,1965,1039,2,75,0,131500,Pave,2fmCon,1,1,1
863,SawyerW,2137,6,5,1984,1097,2,81,0,152000,Pave,1Fam,2,0,0
864,NAmes,2296,5,5,1959,1148,1,70,0,132500,Pave,1Fam,1,0,1
865,Somerst,2744,7,5,2007,1372,2,72,0,250580,Pave,1Fam,2,0,0
866,NAmes,2004,5,6,1970,1002,2,,0,148500,Pave,1Fam,1,0,1
867,Timber,3284,8,5,2006,1646,3,67,0,248900,Pave,1Fam,2,0,0
868,Sawyer,2160,4,5,1961,1120,2,85,0,129000,Pave,1Fam,1,1,1
869,Gilbert,2267,5,6,1948,2320,2,,0,169000,Pave,1Fam,2,0,0
870,SawyerW,2999,7,5,1993,1949,2,80,0,236000,Pave,1Fam,2,1,1
871,NAmes,1788,5,5,1962,894,1,60,0,109500,Pave,1Fam,1,0,0
872,CollgCr,2486,6,5,1998,1682,2,70,0,200500,Pave,1Fam,2,1,0
873,NAmes,1015,5,7,1953,910,2,74,0,116000,Pave,1Fam,1,0,0
874,NAmes,1868,5,7,1949,1268,1,60,0,133000,Pave,1Fam,1,0,0
875,OldTown,1807,5,6,1941,1131,1,52,0,66500,Pave,1Fam,1,1,0
876,Somerst,3794,8,5,2007,2610,2,75,0,303477,Pave,1Fam,2,1,0
877,Mitchel,2104,4,5,1963,1040,2,94,0,132250,Pave,1Fam,1,0,1
878,NridgHt,3686,9,5,2004,2224,3,74,0,350000,Pave,1Fam,2,1,1
879,Sawyer,2264,5,7,1961,1155,2,88,0,148000,Pave,1Fam,1,0,1
