Id,Neighborhood,Total_sqr_footage,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,LotFrontage,PoolArea,SalePrice,Street,BldgType,FullBath,HalfBath,BsmtFullBath
880,CollgCr,1728,5,8,1978,864,1,,0,136500,Pave,1Fam,1,0,1
881,Edwards,2180,5,5,2005,1090,2,60,0,157000,Pave,1Fam,1,1,1
882,Timber,2873,7,5,1990,1717,2,44,0,187500,Pave,1Fam,2,1,0
883,Gilbert,2401,6,5,1992,1593,2,,0,178000,Pave,1Fam,2,1,0
884,SWISU,2544,4,5,1912,2230,1,60,0,118500,Pave,1Fam,1,0,1
885,NAmes,1784,5,5,1967,892,1,65,0,100000,Pave,1Fam,1,0,0
886,Somerst,3407,9,5,1999,1709,2,50,0,328900,Pave,TwnhsE,2,0,1
887,NAmes,3338,5,5,1959,1712,2,70,0,145000,Pave,Duplex,2,0,0
888,Edwards,2209,5,7,1955,1393,1,59,0,135500,Pave,1Fam,1,1,0
889,NAmes,4434,8,6,1970,2217,2,95,0,268000,Pave,1Fam,2,0,1
890,NAmes,3010,6,4,1953,1505,2,128,0,149500,Pave,1Fam,1,0,1
891,NAmes,1596,5,7,1949,924,2,60,0,122900,Pave,1Fam,1,0,0
892,Sawyer,2601,6,5,1978,1683,2,70,0,172500,Pave,1Fam,2,1,0
893,Sawyer,2127,6,8,1963,1068,1,70,0,154500,Pave,1Fam,1,0,0
894,Sawyer,2766,5,5,1954,1383,1,,0,165000,Pave,1Fam,1,0,1
895,SawyerW,1535,5,5,1979,1535,2,64,0,118858,Pave,Duplex,2,0,0
896,NAmes,2576,6,5,1963,1796,2,71,0,140000,Pave,1Fam,1,1,1
897,IDOTRR,1902,4,6,1936,951,1,50,0,106500,Pave,1Fam,1,0,0
898,SawyerW,2240,5,5,1979,2240,2,64,0,142953,Pave,Duplex,2,0,0
899,NridgHt,4694,9,5,2009,2364,3,100,0,611657,Pave,1Fam,2,1,1
900,Sawyer,2148,5,7,1961,1236,1,65,0,135000,Pave,1Fam,1,0,0
901,NAmes,1716,4,6,1971,858,1,,0,110000,Pave,1Fam,1,0,0
902,NAmes,2298,5,7,1957,1306,1,64,0,153000,Pave,1Fam,1,0,1
903,Gilbert,2292,7,5,2003,1509,2,63,0,180000,Pave,1Fam,2,1,0
904,Gilbert,3340,7,5,2006,1670,3,50,0,240000,Pave,1Fam,2,0,0
905,Sawyer,1778,5,6,1967,902,1,,0,125500,Pave,1Fam,1,0,0
906,NAmes,2119,5,5,1954,1063,1,80,0,128000,Pave,1Fam,1,0,1
907,Somerst,3259,8,5,2006,1636,3,116,0,255000,Pave,1Fam,2,0,1
908,Crawfor,3074,7,7,1936,2057,1,86,0,250000,Pave,1Fam,1,1,0
909,Mitchel,1766,5,5,1983,902,2,,0,131000,Pave,1Fam,1,0,1
910,Gilbert,2226,6,5,2005,1484,2,149,0,174000,Pave,1Fam,2,1,0
911,NAmes,3379,5,5,1960,2274,2,80,0,154300,Pave,Duplex,2,0,0
912,CollgCr,2536,5,7,1977,1268,1,,0,143500,Pave,1Fam,1,1,0
913,BrkSide,1783,5,7,1925,1015,1,51,0,88000,Pave,1Fam,1,0,0
914,Crawfor,3003,5,6,1949,2002,3,82,0,145000,Pave,Duplex,2,0,0
915,Somerst,1836,6,5,2009,1224,2,30,0,173733,Pave,TwnhsE,2,1,0
916,MeadowV,1638,4,5,1970,1092,1,21,0,75000,Pave,Twnhs,1,1,0
917,IDOTRR,960,2,3,1949,480,1,50,0,35311,Pave,1Fam,0,0,1
918,Edwards,2363,4,6,1956,1229,1,,0,135000,Pave,1Fam,1,0,0
919,SawyerW,3231,7,5,1991,2127,3,103,0,238000,Pave,1Fam,2,1,1
920,NAmes,2598,6,8,1958,1414,2,87,0,176500,Pave,1Fam,1,0,1
921,SawyerW,2649,6,5,1994,1721,2,70,0,201000,Pave,1Fam,2,1,0
922,Edwards,3472,5,7,1900,2200,0,67,0,145900,Pave,Duplex,2,2,2
923,Gilbert,2632,6,5,2005,1316,2,65,0,169990,Pave,1Fam,2,0,0
924,SawyerW,3221,6,5,1993,1617,2,50,0,193000,Pave,TwnhsE,2,0,1
925,NWAmes,3372,6,6,1980,1686,2,79,0,207500,Pave,1Fam,2,0,1
926,NWAmes,2252,5,6,1977,1126,2,,0,175000,Pave,1Fam,2,0,0
927,NridgHt,3555,8,5,2003,2374,3,93,0,285000,Pave,1Fam,2,1,0
928,NWAmes,2810,7,5,1968,1978,2,,0,176000,Pave,1Fam,2,1,0
929,CollgCr,3541,8,5,2001,1788,2,,0,236500,Pave,1Fam,2,0,0
930,Gilbert,3200,7,5,1997,2236,2,,0,222000,Pave,1Fam,2,1,0
931,Timber,2932,8,5,2007,1466,3,73,0,201000,Pave,1Fam,2,0,0
932,NAmes,1850,5,6,1965,925,1,70,0,117500,Pave,1Fam,1,0,0
933,Somerst,3810,9,5,2006,1905,3,84,0,320000,Pave,1Fam,2,0,0
934,CollgCr,3000,7,5,2004,1500,2,63,0,190000,Pave,1Fam,2,0,0
935,NAmes,2654,7,7,1960,2069,2,313,0,242000,Pave,1Fam,2,0,1
936,BrkSide,1347,4,5,1926,747,2,52,0,79900,Pave,1Fam,1,0,0
937,SawyerW,2376,7,5,2003,1200,2,67,0,184900,Pave,1Fam,2,0,1
938,Somerst,3084,7,5,2005,1971,2,75,0,253000,Pave,1Fam,2,1,0
939,CollgCr,3353,7,5,2006,1962,3,73,0,239799,Pave,1Fam,2,1,0
940,ClearCr,3435,7,7,1940,2403,1,,0,244400,Pave,1Fam,2,0,0
941,Mitchel,3456,6,5,1976,1728,2,55,0,150900,Pave,Duplex,2,0,0
942,Gilbert,3052,7,5,1999,2060,2,,0,214000,Pave,1Fam,2,1,1
943,Edwards,2880,4,3,1977,1440,0,42,0,150000,Pave,Duplex,2,0,2
944,Mitchel,3264,5,4,1967,1632,2,100,0,143000,Pave,Duplex,2,0,0
945,Timber,2163,6,6,1958,1344,2,,0,137500,Pave,1Fam,1,0,0
946,OldTown,2837,5,6,1890,1869,2,98,0,124900,Pave,1Fam,1,0,0
947,NAmes,2288,5,6,1959,1144,1,70,0,143000,Pave,1Fam,1,0,1
948,Timber,3245,8,5,2002,1629,3,85,0,270000,Pave,1Fam,2,0,1
949,CollgCr,2712,7,5,2002,1776,2,65,0,192500,Pave,1Fam,2,1,0
950,NWAmes,2542,6,7,1972,1381,2,78,0,197500,Pave,1Fam,1,1,1
951,NAmes,1728,5,8,1950,864,2,60,0,129000,Pave,1Fam,1,0,1
952,SawyerW,1793,5,5,1965,965,1,60,0,119900,Pave,1Fam,1,0,1
953,CollgCr,1536,5,8,1972,768,1,60,0,133900,Pave,1Fam,1,0,0
954,Mitchel,2752,5,4,1969,1968,2,,0,172000,Pave,1Fam,2,1,0
955,Edwards,1925,6,5,1975,980,0,35,0,127500,Pave,Duplex,2,0,0
956,Crawfor,2937,6,6,1946,1958,2,82,0,145000,Pave,Duplex,2,0,0
957,Blueste,1790,6,6,1980,1229,2,24,0,124000,Pave,TwnhsE,1,1,0
958,Sawyer,2114,5,5,1962,1057,2,70,0,132000,Pave,1Fam,1,0,0
959,CollgCr,2674,7,5,2003,1337,2,65,0,185000,Pave,1Fam,2,0,1
960,Somerst,2112,7,5,1999,1416,2,24,0,155000,Pave,Twnhs,2,1,1
961,BrkSide,1716,5,7,1958,858,0,50,0,116500,Pave,1Fam,1,0,1
962,NWAmes,4202,6,7,1977,2872,2,,0,272000,Pave,1Fam,2,1,1
963,NPkVill,2352,6,6,1976,1548,2,24,0,155000,Pave,TwnhsE,2,1,1
964,CollgCr,3600,9,5,2007,1800,2,122,0,239000,Pave,1Fam,2,0,0
965,Timber,2711,7,5,2002,1894,2,80,0,214900,Pave,1Fam,2,1,1
966,Gilbert,2267,6,5,2005,1484,2,65,0,178900,Pave,1Fam,2,1,0
967,Crawfor,2036,5,7,1940,1308,1,130,0,160000,Pave,1Fam,1,1,1
968,NAmes,2196,5,7,1955,1098,1,,0,135000,Pave,1Fam,1,0,1
969,OldTown,1568,3,6,1910,968,0,50,0,37900,Pave,1Fam,1,0,0
970,NAmes,1683,6,5,1958,1095,1,75,0,140000,Pave,2fmCon,1,0,1
971,NAmes,1912,4,4,1949,1192,0,60,0,135000,Pave,1Fam,1,1,0
972,NridgHt,2390,7,5,2003,1626,2,36,0,173000,Pave,Twnhs,2,0,0
973,SawyerW,1836,6,5,1979,918,1,55,0,99500,Pave,TwnhsE,2,0,0
974,Somerst,2856,7,5,2007,1428,2,95,0,182000,Pave,1Fam,2,0,0
975,BrkSide,2747,7,8,1910,2019,2,60,0,167500,Pave,1Fam,1,0,0
976,Somerst,2055,7,5,2000,1382,2,,0,165000,Pave,Twnhs,2,1,1
977,BrkSide,1309,4,7,1923,869,0,51,0,85500,Pave,1Fam,1,0,0
978,Somerst,2482,7,5,2006,1241,2,35,0,199900,Pave,TwnhsE,1,1,1
979,Edwards,1788,4,5,1954,894,2,68,0,110000,Pave,1Fam,1,0,0
980,Sawyer,2242,5,6,1963,1121,2,80,0,139000,Pave,1Fam,1,0,1
981,NAmes,1943,7,9,1961,999,2,,0,178400,Pave,1Fam,1,0,1
982,NoRidge,3837,8,5,1998,2612,3,98,0,336000,Pave,1Fam,2,1,1
983,Blmngtn,2532,7,5,2007,1266,2,43,0,159895,Pave,1Fam,2,0,0
984,CollgCr,3418,8,5,2002,2290,2,,0,255900,Pave,1Fam,2,1,0
985,Mitchel,1734,5,5,1977,1734,2,75,0,126000,Pave,Duplex,2,0,0
986,Edwards,2328,5,5,1950,1164,1,68,0,125000,Pave,2fmCon,1,0,1
987,OldTown,2120,6,8,1910,1635,1,59,0,117000,Pave,1Fam,1,0,0
988,NridgHt,3870,9,5,2009,1940,3,83,0,395192,Pave,1Fam,2,1,1
989,NWAmes,2878,6,6,1976,2030,2,,0,195000,Pave,1Fam,2,1,0
990,Somerst,2346,7,5,2006,1576,2,65,0,197000,Pave,1Fam,2,1,0
991,NoRidge,3788,8,5,1997,2392,3,82,0,348000,Pave,1Fam,2,1,1
992,OldTown,2658,8,9,1882,1742,2,121,0,168000,Pave,1Fam,1,1,0
993,NAmes,2673,6,8,1964,1851,2,80,0,187000,Pave,1Fam,2,1,0
994,CollgCr,2250,6,5,2005,1500,2,68,0,173900,Pave,1Fam,2,1,0
995,NridgHt,3418,10,5,2006,1718,3,96,0,337500,Pave,1Fam,2,0,1
996,BrkSide,1977,4,7,1946,1230,1,51,0,121600,Pave,1Fam,1,1,1
997,NAmes,2100,5,6,1961,1050,1,,0,136500,Pave,1Fam,1,0,1
998,NWAmes,2884,6,6,1970,1442,2,,0,185000,Pave,1Fam,2,0,0
999,IDOTRR,2084,3,4,1922,1077,1,60,0,91000,Pave,1Fam,1,0,0
1000,CollgCr,2395,7,5,2006,1208,2,64,0,206000,Pave,1Fam,2,0,1
1001,Edwards,944,3,3,1952,944,2,74,0,82000,Pave,1Fam,1,0,0
1002,OldTown,1382,5,6,1920,691,1,60,0,86000,Pave,1Fam,1,0,0
1003,Somerst,3148,8,5,2006,1574,3,75,0,232000,Pave,1Fam,2,0,0
1004,NWAmes,3360,5,6,1976,1680,2,,0,136905,Pave,Duplex,2,0,0
1005,Blmngtn,2850,7,5,2005,1504,2,43,0,181000,Pave,TwnhsE,2,0,0
1006,CollgCr,1970,5,8,1977,985,1,65,0,149900,Pave,1Fam,2,0,0
1007,NAmes,3314,6,3,1970,1657,2,,0,163500,Pave,1Fam,2,0,0
1008,MeadowV,1638,4,4,1970,1092,1,21,0,88000,Pave,TwnhsE,1,1,0
1009,Mitchel,3420,7,5,2004,1710,2,43,0,240000,Pave,1Fam,2,0,0
1010,SWISU,2016,5,5,1926,1522,0,60,0,102000,Pave,1Fam,2,0,0
1011,Sawyer,1991,5,5,1948,1271,1,115,0,135000,Pave,1Fam,2,0,0
1012,Edwards,1664,5,5,1965,1664,0,75,0,100000,Pave,Duplex,2,0,0
1013,Crawfor,2104,6,7,1923,1502,1,55,0,165000,Pave,1Fam,1,1,0
1014,OldTown,2044,5,4,1910,1022,1,60,0,85000,Pave,1Fam,1,0,1
1015,NAmes,2164,6,5,1948,1082,1,60,0,119200,Pave,1Fam,1,0,0
1016,NWAmes,2475,8,6,2001,1665,2,70,0,227000,Pave,1Fam,2,1,1
1017,CollgCr,3008,7,5,1996,1504,2,73,0,203000,Pave,1Fam,2,0,1
1018,StoneBr,2580,8,5,1984,1360,2,,0,187500,Pave,TwnhsE,1,0,1
1019,Gilbert,1856,7,5,1991,1472,2,,0,160000,Pave,1Fam,2,1,0
1020,Blmngtn,2868,7,5,2005,1506,2,43,0,213490,Pave,TwnhsE,2,0,0
1021,Edwards,2264,4,5,2005,1132,2,60,0,176000,Pave,1Fam,1,1,1
1022,CollgCr,2419,7,5,2006,1220,2,64,0,194000,Pave,1Fam,2,0,1
1023,OldTown,2160,5,5,1930,1248,1,52,0,87000,Pave,1Fam,1,0,0
1024,Blmngtn,2850,7,5,2005,1504,2,43,0,191000,Pave,TwnhsE,2,0,0
1025,Timber,4463,8,6,1976,2898,2,,0,287000,Pave,1Fam,2,0,1
1026,CollgCr,1764,5,5,1972,882,2,70,0,112500,Pave,1Fam,1,0,1
1027,NAmes,2532,5,5,1960,1264,2,73,0,167500,Pave,1Fam,1,0,1
1028,Timber,3284,8,5,2007,1646,3,71,0,293077,Pave,1Fam,2,0,1
1029,NAmes,2144,5,5,1941,1376,1,79,0,105000,Pave,1Fam,1,0,1
1030,BrDale,1890,6,7,1972,1218,1,21,0,118000,Pave,Twnhs,1,1,0
1031,SWISU,2614,5,8,1916,1928,0,,0,160000,Pave,2fmCon,2,0,0
1032,SWISU,3509,7,3,1920,3082,2,102,0,197000,Pave,1Fam,2,1,1
1033,NoRidge,3858,8,7,1993,2520,3,,0,310000,Pave,1Fam,2,1,1
1034,CollgCr,3308,7,5,2002,1654,3,,0,230000,Pave,1Fam,2,0,1
1035,Crawfor,1874,5,7,1938,954,1,50,0,119750,Pave,1Fam,1,0,0
1036,Edwards,845,4,3,1957,845,1,,0,84000,Pave,1Fam,1,0,0
1037,Timber,3240,9,5,2007,1620,3,89,0,315500,Pave,1Fam,2,0,1
1038,CollgCr,3318,8,5,2001,2263,2,,0,287000,Pave,1Fam,2,1,0
1039,MeadowV,1890,4,6,1970,1344,0,21,0,97000,Pave,Twnhs,1,1,0
1040,MeadowV,1260,4,4,1970,630,1,21,0,80000,Pave,TwnhsE,1,0,1
1041,Sawyer,2937,5,4,1957,1803,2,88,0,155000,Pave,1Fam,2,0,1
1042,NWAmes,2432,6,8,1966,1632,2,,0,173000,Pave,1Fam,1,1,0
1043,NridgHt,2612,6,5,2005,1306,2,34,0,196000,Pave,Twnhs,2,0,1
1044,SawyerW,3804,7,5,1990,2329,2,86,0,262280,Pave,1Fam,2,1,1
1045,NWAmes,5048,8,5,1981,2524,2,80,0,278000,Pave,1Fam,2,1,1
1046,Edwards,1733,3,5,1955,1733,2,,0,139600,Pave,1Fam,2,0,0
1047,StoneBr,4860,9,5,2005,2868,3,85,0,556581,Pave,1Fam,3,1,0
1048,CollgCr,1980,5,5,1994,990,2,57,0,145000,Pave,1Fam,1,0,0
1049,Mitchel,1771,5,4,1960,1771,2,100,0,115000,Pave,1Fam,1,0,0
1050,Edwards,930,4,7,1946,930,1,60,0,84900,Pave,1Fam,1,0,0
1051,Gilbert,2604,7,5,2007,1302,2,73,0,176485,Pave,1Fam,2,0,0
1052,CollgCr,2632,7,5,2007,1316,2,103,0,200141,Pave,1Fam,2,0,0
1053,NAmes,2793,6,6,1964,1977,2,100,0,165000,Pave,1Fam,1,1,0
1054,Edwards,2742,5,6,1957,1526,1,68,0,144500,Pave,1Fam,1,0,0
1055,CollgCr,3054,8,5,2002,1989,2,90,0,255000,Pave,1Fam,2,1,1
1056,NWAmes,2716,6,5,1976,1523,2,104,0,180000,Pave,1Fam,2,0,0
1057,NridgHt,2728,7,5,2005,1364,2,43,0,185850,Pave,TwnhsE,2,0,1
1058,NoRidge,2823,7,6,1994,1850,2,,0,248000,Pave,1Fam,2,1,0
1059,NridgHt,3288,9,5,2008,2184,3,96,0,335000,Pave,1Fam,2,1,1
1060,Crawfor,2845,6,7,1932,1991,2,,0,220000,Pave,1Fam,1,1,0
1061,StoneBr,2676,8,5,2001,1338,2,41,0,213500,Pave,TwnhsE,2,0,1
1062,IDOTRR,1788,3,4,1935,894,3,120,0,81000,Grvl,1Fam,1,0,0
1063,OldTown,2999,5,5,1900,2337,2,85,0,90000,Pave,2fmCon,2,0,0
1064,OldTown,2206,6,6,1925,1103,2,50,0,110500,Pave,1Fam,1,0,0
1065,NAmes,2308,5,6,1966,1154,2,,0,154000,Pave,1Fam,1,1,0
1066,ClearCr,3566,7,5,1996,2260,2,80,0,328000,Pave,1Fam,2,1,1
1067,Gilbert,2370,6,7,1993,1571,2,59,0,178000,Pave,1Fam,2,1,0
1068,NAmes,2391,6,6,1964,1611,2,80,0,167900,Pave,1Fam,1,1,1
1069,MeadowV,3463,6,4,1973,2521,2,42,0,151400,Pave,TwnhsE,2,1,1
1070,NAmes,1738,5,7,1949,893,2,60,0,135000,Pave,1Fam,1,0,0
1071,NAmes,2096,5,5,1956,1048,1,72,0,135000,Pave,1Fam,1,0,1
1072,NWAmes,2283,6,6,1968,1556,2,78,0,154000,Pave,1Fam,1,1,0
1073,Edwards,2266,5,3,1948,1456,1,50,0,91500,Pave,1Fam,1,0,1
1074,Edwards,2116,6,6,1977,1426,2,75,0,159500,Pave,1Fam,1,1,0
1075,CollgCr,2480,7,5,2006,1240,3,74,0,194000,Pave,1Fam,2,0,0
1076,Crawfor,2540,7,6,1940,1740,1,75,0,219500,Pave,1Fam,1,1,0
1077,OldTown,2262,5,8,1936,1466,2,60,0,170000,Pave,1Fam,2,0,0
1078,NAmes,2192,5,5,1969,1096,1,,0,138800,Pave,1Fam,1,0,1
1079,CollgCr,1696,6,5,2004,848,2,37,0,155900,Pave,TwnhsE,1,0,1
1080,CollgCr,1980,5,5,1994,990,1,65,0,126000,Pave,1Fam,1,0,0
1081,NWAmes,2516,6,7,1971,1258,2,80,0,145000,Pave,1Fam,2,0,0
1082,Sawyer,2080,5,5,1963,1040,1,75,0,133000,Pave,1Fam,1,1,1
1083,CollgCr,2918,7,5,2002,1459,2,70,0,192000,Pave,1Fam,2,0,0
1084,NAmes,2502,6,6,1964,1251,1,80,0,160000,Pave,1Fam,1,0,1
1085,Gilbert,2189,6,5,1995,1498,2,,0,187500,Pave,1Fam,2,1,0
1086,SawyerW,1932,6,6,1992,996,2,73,0,147000,Pave,1Fam,1,0,1
1087,MeadowV,1638,4,5,1973,1092,1,,0,83500,Pave,TwnhsE,1,1,0
1088,Somerst,3035,8,5,2005,1953,3,85,0,252000,Pave,1Fam,2,1,0
1089,Edwards,2679,7,5,2004,1709,2,24,0,137500,Pave,Twnhs,2,0,0
1090,Somerst,2494,8,5,2005,1247,2,37,0,197000,Pave,TwnhsE,1,1,1
1091,NAmes,1040,3,4,1950,1040,2,60,0,92900,Pave,Duplex,2,0,0
1092,Somerst,1852,7,5,1999,1252,2,24,0,160000,Pave,Twnhs,2,1,1
1093,SWISU,2875,6,5,1925,1694,2,60,0,136500,Pave,1Fam,2,0,0
1094,NAmes,2064,5,8,1965,1200,2,71,0,146000,Pave,1Fam,1,1,1
1095,NAmes,1872,5,7,1956,936,1,74,0,129000,Pave,1Fam,1,0,1
1096,CollgCr,2628,6,5,2006,1314,2,78,0,176432,Pave,1Fam,2,0,0
1097,IDOTRR,2039,6,7,1914,1355,0,60,0,127000,Pave,1Fam,1,1,0
1098,StoneBr,2162,8,5,1986,1088,2,,0,170000,Pave,TwnhsE,1,1,0
1099,BrkSide,1996,4,6,1936,1324,1,50,0,128000,Pave,1Fam,1,0,0
1100,NWAmes,2872,7,5,1978,1601,2,82,0,157000,Pave,1Fam,2,0,0
1101,SWISU,728,2,5,1920,438,1,60,0,60000,Pave,1Fam,1,0,0
1102,NAmes,1900,5,5,1971,950,1,61,0,119500,Pave,1Fam,1,0,0
1103,NAmes,2144,5,7,1960,1134,1,70,0,135000,Pave,1Fam,1,0,0
1104,NAmes,1849,6,6,1959,1194,2,79,0,159500,Pave,1Fam,1,0,0
1105,BrDale,1932,5,5,1970,1302,2,24,0,106000,Pave,TwnhsE,2,1,0
1106,NoRidge,4085,8,5,1994,2622,2,98,0,325000,Pave,1Fam,2,1,1
1107,SawyerW,2352,7,5,1990,1442,2,114,0,179900,Pave,1Fam,2,0,1
1108,Gilbert,2889,7,5,2006,2021,2,168,0,274725,Pave,1Fam,2,1,0
1109,Gilbert,2614,6,5,2000,1690,2,,0,181000,Pave,1Fam,2,1,0
1110,NridgHt,3672,8,5,2004,1836,3,107,0,280000,Pave,1Fam,2,0,1
1111,Gilbert,2431,6,5,1995,1658,2,,0,188000,Pave,1Fam,2,1,1
1112,NWAmes,2767,7,6,1976,1964,2,80,0,205000,Pave,1Fam,2,1,0
1113,NAmes,1632,5,7,1957,816,1,73,0,129900,Pave,1Fam,1,0,1
1114,NAmes,2016,5,7,1953,1008,1,66,0,134500,Pave,1Fam,1,0,1
1115,OldTown,1666,5,7,1954,833,1,90,0,117000,Pave,1Fam,1,0,0
1116,NridgHt,3468,8,5,2007,1734,3,93,0,318000,Pave,1Fam,2,0,1
1117,Gilbert,1827,8,5,2002,1419,2,,0,184100,Pave,1Fam,2,1,1
1118,Sawyer,1788,5,7,1967,894,2,57,0,130000,Pave,1Fam,1,0,1
1119,Sawyer,2134,5,6,1958,1601,1,85,0,140000,Pave,1Fam,1,0,0
1120,NAmes,2080,5,5,1959,1040,1,70,0,133700,Pave,1Fam,1,0,0
1121,IDOTRR,2024,6,5,1920,1012,1,59,0,118400,Pave,1Fam,1,0,0
1122,CollgCr,3104,7,5,2005,1552,3,84,0,212900,Pave,1Fam,2,0,0
1123,Edwards,1632,4,3,1956,960,1,,0,112000,Pave,1Fam,1,0,0
1124,Edwards,1396,5,9,1947,698,0,50,0,118000,Pave,1Fam,1,0,0
1125,Gilbert,1866,7,5,1992,1482,2,,0,163900,Pave,1Fam,2,1,0
1126,NAmes,2010,4,5,1955,1005,2,60,0,115000,Pave,1Fam,1,0,0
1127,Blmngtn,2928,7,5,2007,1555,3,53,0,174000,Pave,TwnhsE,2,0,0
1128,Gilbert,3060,7,5,2004,1530,3,182,0,259000,Pave,1Fam,2,0,1
1129,Gilbert,2806,7,5,2004,1959,2,59,0,215000,Pave,1Fam,2,1,0
1130,OldTown,1872,5,5,1980,936,2,60,0,140000,Pave,Duplex,1,0,1
1131,SWISU,3103,4,3,1928,1981,2,65,0,135000,Pave,1Fam,2,0,1
1132,Mitchel,1948,5,5,1991,974,0,63,0,93500,Pave,1Fam,1,0,0
1133,OldTown,3218,6,4,1880,2210,1,90,0,117500,Pave,1Fam,2,0,0
1134,SawyerW,3148,8,5,1995,2020,2,80,0,239500,Pave,1Fam,2,1,0
1135,Gilbert,2516,6,5,1997,1600,2,57,0,169000,Pave,1Fam,2,1,0
1136,BrkSide,1946,6,5,1926,986,1,60,0,102000,Pave,1Fam,1,0,0
1137,NAmes,2284,6,5,1950,1252,1,80,0,119000,Pave,1Fam,1,0,0
1138,Sawyer,1800,5,8,1875,1020,0,54,0,94000,Pave,1Fam,1,0,0
1139,Mitchel,3134,6,5,1977,1567,2,,0,196000,Pave,1Fam,2,0,1
1140,BrkSide,2082,5,5,1920,1167,2,98,0,144000,Pave,1Fam,1,0,0
1141,NAmes,1904,5,7,1951,952,2,60,0,139000,Pave,1Fam,1,0,1
1142,NWAmes,2648,5,7,1976,1868,2,,0,197500,Pave,1Fam,2,1,1
1143,CollgCr,4294,8,5,2006,2828,3,77,0,424870,Pave,1Fam,3,0,1
1144,Sawyer,2012,5,3,1959,1006,0,,0,80000,Pave,1Fam,1,0,0
1145,Edwards,1596,4,4,1941,924,1,60,0,80000,Pave,2fmCon,1,0,1
1146,BrkSide,2618,5,6,1928,1576,1,52,0,149000,Pave,1Fam,1,0,0
1147,SawyerW,2596,6,5,1985,1298,2,,0,180000,Pave,1Fam,2,0,1
1148,Crawfor,2268,7,7,1941,1564,1,75,0,174500,Pave,1Fam,1,1,0
1149,OldTown,1683,7,7,1926,1111,1,,0,116900,Pave,1Fam,1,0,0
1150,OldTown,2132,7,9,1920,1482,2,50,0,143000,Pave,1Fam,1,0,0
1151,NAmes,1864,6,5,1950,932,1,57,0,124000,Pave,1Fam,1,0,0
1152,Edwards,2932,5,4,1959,1466,2,134,0,149900,Pave,1Fam,1,1,0
1153,Crawfor,2884,6,7,1956,1811,2,90,0,230000,Pave,1Fam,1,0,0
1154,IDOTRR,1632,6,8,1930,816,1,,0,120500,Pave,1Fam,1,0,0
1155,NAmes,2684,7,6,1965,1820,2,,0,201800,Pave,1Fam,1,2,0
1156,Veenker,2874,5,8,1976,1437,2,90,0,218000,Pave,1Fam,2,0,1
1157,NAmes,2484,5,8,1965,1265,2,85,0,179900,Pave,1Fam,2,0,0
1158,NridgHt,2628,7,5,2007,1314,2,34,0,230000,Pave,Twnhs,2,0,1
1159,Somerst,3160,8,5,2007,1580,3,92,0,235128,Pave,1Fam,2,0,0
1160,NWAmes,2777,6,6,1974,1876,2,76,0,185000,Pave,1Fam,2,1,0
1161,NPkVill,2311,6,5,1978,1456,2,24,0,146000,Pave,Twnhs,2,1,0
1162,Crawfor,2936,6,7,1954,1640,2,,0,224000,Pave,1Fam,1,0,1
1163,Sawyer,1788,5,5,1968,894,2,109,0,129000,Pave,1Fam,1,0,0
1164,Sawyer,2456,4,4,1969,1258,2,60,0,108959,Pave,Duplex,0,2,2
1165,Veenker,2792,5,7,1978,1432,2,,0,194000,Pave,1Fam,1,1,1
1166,NridgHt,3004,7,5,2009,1502,2,79,0,233170,Pave,1Fam,2,0,0
1167,CollgCr,3388,8,5,2008,1694,3,64,0,245350,Pave,1Fam,2,0,0
1168,Gilbert,2630,6,5,2000,1671,2,58,0,173000,Pave,1Fam,2,1,1
1169,Edwards,3235,6,7,1935,2108,2,120,0,235000,Pave,1Fam,2,0,0
1170,NoRidge,5557,10,5,1995,3627,3,118,0,625000,Pave,1Fam,3,1,1
